	220823_01_WF_RNA_GV_totalRNA_WT_W5_rep1	220823_02_WF_RNA_GV_totalRNA_WT_W5_rep2	220823_03_WF_RNA_GV_totalRNA_WT_W5_rep3	220823_04_WF_RNA_GV_totalRNA_Mll3KO_W5_rep1	220823_05_WF_RNA_GV_totalRNA_Mll3KO_W5_rep2	220823_06_WF_RNA_GV_totalRNA_Mll3KO_W5_rep3
ENSMUSG00000074593.11	0	0	0	0	0	1
ENSMUSG00000074594.9	0	0	0	0	0	1
ENSMUSG00000074595.9	0	2	0	0	0	0
ENSMUSG00000074596.3	0	0	0	0	0	0
ENSMUSG00000074603.3	0	0	0	0	0	0
ENSMUSG00000074604.9	0	0	0	0	0	0
ENSMUSG00000074607.11	124	201	312	182	158	194
ENSMUSG00000074619.5	0	0	0	0	0	0
ENSMUSG00000074620.6	0	0	0	0	0	0
ENSMUSG00000074622.4	2	0	0	1	21	0
ENSMUSG00000074623.4	1	0	1	0	0	0
ENSMUSG00000074625.10	0	0	0	0	0	0
ENSMUSG00000074627.11	7	5	19	5	5	3
ENSMUSG00000074628.9	0	1	0	0	0	0
ENSMUSG00000074629.2	0	0	0	0	0	0
ENSMUSG00000074634.12	208	158	283	123	113	138
ENSMUSG00000074635.2	14	3	15	8	9	11
ENSMUSG00000074637.7	6	14	23	17	5	14
ENSMUSG00000074639.6	0	0	0	0	0	0
ENSMUSG00000074643.12	0	0	0	0	0	0
ENSMUSG00000074646.10	5	1	6	6	5	4
ENSMUSG00000074647.3	2	2	3	0	0	6
ENSMUSG00000074649.6	9	12	28	13	11	4
ENSMUSG00000074650.2	0	0	0	0	0	0
ENSMUSG00000074651.3	0	0	0	0	0	0
ENSMUSG00000074652.3	1	6	24	17	20	6
ENSMUSG00000074653.10	10	19	25	9	2	3
ENSMUSG00000074655.1	2	0	0	0	0	0
ENSMUSG00000074656.12	3593	3087	6721	3003	3491	4041
ENSMUSG00000074657.5	1	0	6	2	0	0
ENSMUSG00000074664.3	0	0	0	0	0	0
ENSMUSG00000074665.10	0	0	0	0	4	0
ENSMUSG00000074671.6	1	0	4	0	2	0
ENSMUSG00000074673.15	7	7	17	6	5	0
ENSMUSG00000074676.2	0	0	0	0	1	0
ENSMUSG00000074677.11	8	6	9	8	7	18
ENSMUSG00000074678.1	0	0	0	0	0	0
ENSMUSG00000074679.3	0	0	0	0	0	0
ENSMUSG00000074680.1	0	0	0	0	0	0
ENSMUSG00000074681.2	0	0	0	0	1	0
ENSMUSG00000074682.4	647	533	977	720	565	659
ENSMUSG00000074695.3	7	24	44	1	0	3
ENSMUSG00000074698.10	822	636	1173	973	831	985
ENSMUSG00000074704.9	74	57	126	44	54	72
ENSMUSG00000074715.3	37	29	43	24	25	28
ENSMUSG00000074731.3	863	756	1306	445	534	554
ENSMUSG00000074733.14	58	28	66	55	56	64
ENSMUSG00000074734.3	3	6	9	2	2	9
ENSMUSG00000074735.2	0	0	0	0	1	0
ENSMUSG00000074736.10	12	7	14	13	16	10
ENSMUSG00000074737.1	0	0	0	0	0	0
ENSMUSG00000074738.2	12	14	20	24	18	30
ENSMUSG00000074739.2	0	0	0	0	0	0
ENSMUSG00000074743.4	2	0	0	1	0	0
ENSMUSG00000074746.2	646	509	1133	673	713	742
ENSMUSG00000074748.3	116	72	154	105	107	113
ENSMUSG00000074749.10	107	94	149	140	160	123
ENSMUSG00000074753.5	0	0	0	0	0	0
ENSMUSG00000074754.4	21	5	11	26	11	17
ENSMUSG00000074758.10	67	35	54	47	57	63
ENSMUSG00000074763.5	9	3	11	1	2	2
ENSMUSG00000074764.11	0	1	2	0	0	0
ENSMUSG00000074766.10	1	7	11	2	1	1
ENSMUSG00000074768.6	1	0	0	0	0	0
ENSMUSG00000074771.10	0	4	6	0	1	2
ENSMUSG00000074776.4	0	0	0	0	0	0
ENSMUSG00000074780.2	3	3	8	5	5	6
ENSMUSG00000074781.5	539	422	789	517	480	646
ENSMUSG00000074782.3	0	0	0	0	0	0
ENSMUSG00000074783.10	34	24	32	10	7	11
ENSMUSG00000074785.5	946	696	1351	873	889	885
ENSMUSG00000074793.10	0	0	0	0	0	0
ENSMUSG00000074794.10	73	75	127	64	90	113
ENSMUSG00000074796.10	0	0	1	1	0	1
ENSMUSG00000074797.11	71	43	65	49	30	38
ENSMUSG00000074800.4	1	0	3	1	1	1
ENSMUSG00000074802.11	1250	943	1746	1298	1317	1340
ENSMUSG00000074804.3	21	13	64	22	20	12
ENSMUSG00000074805.5	1	0	2	1	1	1
ENSMUSG00000074807.2	0	0	0	0	0	1
ENSMUSG00000074811.2	398	289	498	672	598	527
ENSMUSG00000074812.11	0	0	0	0	0	0
ENSMUSG00000074813.13	3	1	0	1	3	4
ENSMUSG00000074817.2	0	0	0	0	1	0
ENSMUSG00000074818.12	1	4	3	1	0	3
ENSMUSG00000074824.3	3	0	5	1	2	9
ENSMUSG00000074825.4	33	25	49	16	17	19
ENSMUSG00000074826.10	12	11	15	15	10	21
ENSMUSG00000074829.10	14	9	11	9	15	7
ENSMUSG00000074830.4	47	47	65	28	40	48
ENSMUSG00000074832.11	125	109	217	57	56	64
ENSMUSG00000074837.2	0	0	0	0	0	0
ENSMUSG00000074841.2	0	0	0	0	0	0
ENSMUSG00000074846.3	0	0	0	0	0	0
ENSMUSG00000074847.2	0	0	0	0	0	0
ENSMUSG00000074849.2	0	0	2	0	0	0
ENSMUSG00000074852.3	5	2	6	8	7	0
ENSMUSG00000074862.11	21	13	21	18	9	9
ENSMUSG00000074863.5	42	36	67	32	55	31
ENSMUSG00000074865.11	25	20	42	19	31	19
ENSMUSG00000074867.4	17	25	18	25	36	32
ENSMUSG00000074868.2	2	1	2	1	0	1
ENSMUSG00000074870.4	14	12	17	13	9	17
ENSMUSG00000074871.3	1	2	2	1	1	1
ENSMUSG00000074872.2	0	1	1	0	0	0
ENSMUSG00000074873.3	6	4	10	5	8	3
ENSMUSG00000074874.10	0	0	0	0	0	0
ENSMUSG00000074876.5	3	0	0	1	4	6
ENSMUSG00000074877.3	0	0	0	0	0	0
ENSMUSG00000074881.4	0	0	0	0	0	0
ENSMUSG00000074882.3	2	3	8	0	1	1
ENSMUSG00000074884.12	611	518	1027	494	471	632
ENSMUSG00000074885.4	1	0	0	0	0	0
ENSMUSG00000074886.11	15	12	21	10	9	11
ENSMUSG00000074887.4	32	19	51	30	43	33
ENSMUSG00000074890.4	116	78	128	164	143	156
ENSMUSG00000074892.9	13	8	15	11	4	10
ENSMUSG00000074895.10	4725	4279	8772	4903	4164	4259
ENSMUSG00000074896.3	0	0	0	0	0	0
ENSMUSG00000074899.5	28	23	45	61	45	47
ENSMUSG00000074903.5	62	76	133	46	59	55
ENSMUSG00000074909.4	11	2	0	1	2	2
ENSMUSG00000074912.10	1	0	0	0	0	0
ENSMUSG00000074913.2	86	44	62	95	85	92
ENSMUSG00000074916.5	0	3	6	8	4	7
ENSMUSG00000074918.4	6	1	0	2	1	10
ENSMUSG00000074919.2	0	0	0	0	0	0
ENSMUSG00000074922.1	368	294	630	410	412	522
ENSMUSG00000074923.10	10	4	8	15	2	6
ENSMUSG00000074925.3	109	74	121	73	102	123
ENSMUSG00000074928.4	0	0	3	0	0	0
ENSMUSG00000074930.5	0	0	0	0	0	0
ENSMUSG00000074934.3	4	0	3	7	8	19
ENSMUSG00000074939.3	0	0	0	0	0	0
ENSMUSG00000074945.3	0	0	0	0	0	0
ENSMUSG00000074946.5	0	0	0	0	0	0
ENSMUSG00000074947.3	0	0	0	0	0	0
ENSMUSG00000074952.3	0	0	0	0	0	0
ENSMUSG00000074955.3	0	0	0	0	0	0
ENSMUSG00000074965.5	0	0	0	0	0	0
ENSMUSG00000074966.5	0	0	0	0	0	0
ENSMUSG00000074968.11	6	6	15	10	2	12
ENSMUSG00000074970.1	0	0	0	0	0	0
ENSMUSG00000074971.4	0	0	0	0	0	0
ENSMUSG00000074973.4	1	0	0	0	0	0
ENSMUSG00000074978.4	0	0	3	0	0	0
ENSMUSG00000074981.13	2	3	12	3	4	3
ENSMUSG00000074987.9	3	0	7	0	0	0
ENSMUSG00000074991.5	71	38	92	60	66	65
ENSMUSG00000074994.5	2822	2255	4548	2502	2757	3246
ENSMUSG00000074995.2	0	0	0	0	0	1
ENSMUSG00000074996.4	0	0	0	0	0	0
ENSMUSG00000074997.3	613	392	764	920	928	1009
ENSMUSG00000074999.2	0	0	0	0	0	0
ENSMUSG00000075000.11	240	181	374	321	273	272
ENSMUSG00000075002.2	3094	2899	6202	2224	2608	2868
ENSMUSG00000075006.2	0	0	0	0	0	0
ENSMUSG00000075010.4	0	0	0	0	0	0
ENSMUSG00000075012.4	7	1	3	18	10	15
ENSMUSG00000075014.1	33	14	45	53	90	56
ENSMUSG00000075015.3	1	1	10	5	11	7
ENSMUSG00000075020.6	0	0	0	0	0	0
ENSMUSG00000075023.11	5389	3931	6719	6507	5857	6019
ENSMUSG00000075024.2	0	0	0	0	0	0
ENSMUSG00000075025.10	0	0	0	0	0	1
ENSMUSG00000075027.10	0	0	0	2	0	0
ENSMUSG00000075028.11	9	3	4	15	16	10
ENSMUSG00000075029.7	0	0	0	0	0	0
ENSMUSG00000075031.4	34	8	17	18	21	14
ENSMUSG00000075033.4	10	8	9	9	14	6
ENSMUSG00000075036.1	0	0	0	0	0	0
ENSMUSG00000075040.9	72	50	138	78	77	71
ENSMUSG00000075042.10	0	0	0	0	0	0
ENSMUSG00000075044.12	7	5	10	6	5	18
ENSMUSG00000075045.4	103	111	184	123	90	89
ENSMUSG00000075046.7	0	0	0	0	0	0
ENSMUSG00000075053.3	25	21	26	17	22	12
ENSMUSG00000075054.5	89	80	139	79	81	78
ENSMUSG00000075061.2	0	0	0	0	0	0
ENSMUSG00000075062.4	0	0	0	0	0	0
ENSMUSG00000075063.2	0	0	0	0	0	0
ENSMUSG00000075064.5	0	0	0	0	0	0
ENSMUSG00000075065.5	0	0	0	0	0	0
ENSMUSG00000075066.7	0	0	0	0	0	0
ENSMUSG00000075067.4	0	0	0	0	0	0
ENSMUSG00000075068.3	0	0	0	0	0	0
ENSMUSG00000075069.3	0	0	0	0	0	0
ENSMUSG00000075070.6	0	0	0	0	1	0
ENSMUSG00000075072.3	0	0	0	0	0	2
ENSMUSG00000075073.3	0	0	0	0	0	0
ENSMUSG00000075074.3	0	0	0	0	0	0
ENSMUSG00000075075.2	0	0	0	0	0	0
ENSMUSG00000075078.5	0	0	0	0	0	0
ENSMUSG00000075079.3	0	0	0	0	0	0
ENSMUSG00000075081.6	0	0	0	0	0	0
ENSMUSG00000075084.3	0	0	0	0	0	0
ENSMUSG00000075085.6	0	0	0	0	0	0
ENSMUSG00000075086.2	0	0	0	0	0	0
ENSMUSG00000075088.2	0	0	0	0	0	0
ENSMUSG00000075090.4	0	0	0	0	0	0
ENSMUSG00000075091.5	0	0	0	0	0	0
ENSMUSG00000075092.2	1	0	0	0	0	0
ENSMUSG00000075093.3	0	0	0	0	0	0
ENSMUSG00000075094.1	0	0	0	0	0	0
ENSMUSG00000075095.5	0	0	0	0	0	0
ENSMUSG00000075097.3	0	0	0	1	0	0
ENSMUSG00000075099.2	0	0	0	0	0	0
ENSMUSG00000075100.4	0	0	0	0	0	0
ENSMUSG00000075101.4	0	0	0	0	0	0
ENSMUSG00000075102.2	0	0	0	0	0	0
ENSMUSG00000075104.3	0	0	0	0	0	0
ENSMUSG00000075105.3	0	0	0	0	0	0
ENSMUSG00000075107.3	2	0	3	0	0	0
ENSMUSG00000075110.2	1	1	1	3	1	1
ENSMUSG00000075111.11	0	1	0	0	2	0
ENSMUSG00000075112.2	1	0	0	0	2	0
ENSMUSG00000075113.2	0	0	0	0	0	0
ENSMUSG00000075114.4	0	0	0	0	0	0
ENSMUSG00000075115.3	0	0	0	0	0	0
ENSMUSG00000075117.3	2	4	7	3	0	3
ENSMUSG00000075119.2	27	14	27	23	10	25
ENSMUSG00000075120.4	1	0	0	0	0	0
ENSMUSG00000075121.2	0	0	0	0	0	0
ENSMUSG00000075122.5	2	0	0	6	0	5
ENSMUSG00000075125.2	0	0	0	0	0	0
ENSMUSG00000075126.4	0	0	0	0	0	0
ENSMUSG00000075127.2	0	0	0	0	0	0
ENSMUSG00000075128.7	0	0	0	0	0	0
ENSMUSG00000075132.2	54	32	55	32	55	64
ENSMUSG00000075133.2	0	0	0	0	0	0
ENSMUSG00000075136.4	10	3	7	6	4	15
ENSMUSG00000075137.4	1	0	0	2	0	5
ENSMUSG00000075139.3	0	0	0	0	0	0
ENSMUSG00000075140.4	0	0	0	0	0	0
ENSMUSG00000075141.5	0	0	0	0	0	0
ENSMUSG00000075142.1	0	0	0	0	0	0
ENSMUSG00000075143.5	0	0	0	0	0	0
ENSMUSG00000075144.5	0	0	0	0	0	0
ENSMUSG00000075145.2	0	0	0	0	0	0
ENSMUSG00000075146.2	0	0	0	0	0	0
ENSMUSG00000075148.1	0	0	0	0	0	0
ENSMUSG00000075149.2	0	0	0	0	0	0
ENSMUSG00000075150.2	0	0	0	0	0	0
ENSMUSG00000075151.6	0	0	0	0	0	0
ENSMUSG00000075153.2	0	0	0	0	0	0
ENSMUSG00000075155.2	0	0	0	0	0	0
ENSMUSG00000075156.4	0	0	0	0	0	0
ENSMUSG00000075158.5	0	0	0	0	0	0
ENSMUSG00000075159.5	0	0	0	0	0	0
ENSMUSG00000075160.3	0	0	0	0	0	0
ENSMUSG00000075161.3	0	0	0	0	0	1
ENSMUSG00000075162.3	4	5	8	3	2	0
ENSMUSG00000075163.5	0	0	0	0	0	0
ENSMUSG00000075164.2	0	1	0	0	1	2
ENSMUSG00000075165.3	3	5	8	4	3	5
ENSMUSG00000075166.2	40	27	39	34	35	44
ENSMUSG00000075167.3	0	0	0	0	0	0
ENSMUSG00000075168.4	0	0	0	0	0	0
ENSMUSG00000075169.5	0	0	0	0	0	0
ENSMUSG00000075170.4	0	0	0	0	0	0
ENSMUSG00000075171.3	0	0	0	0	0	0
ENSMUSG00000075172.3	0	0	0	0	0	0
ENSMUSG00000075174.2	0	0	0	0	0	0
ENSMUSG00000075175.2	0	0	0	0	0	0
ENSMUSG00000075176.3	0	0	0	0	0	0
ENSMUSG00000075179.3	0	0	0	0	0	0
ENSMUSG00000075181.1	0	0	0	0	0	0
ENSMUSG00000075184.3	14	5	20	8	23	20
ENSMUSG00000075185.1	0	0	0	0	0	0
ENSMUSG00000075186.4	0	0	0	0	0	0
ENSMUSG00000075187.2	0	0	0	0	0	0
ENSMUSG00000075188.4	0	0	0	0	0	0
ENSMUSG00000075189.5	0	0	0	0	0	0
ENSMUSG00000075190.2	0	0	0	0	0	0
ENSMUSG00000075192.4	0	0	0	0	0	0
ENSMUSG00000075193.2	2	0	0	0	1	0
ENSMUSG00000075194.3	0	0	0	0	0	0
ENSMUSG00000075195.3	0	0	0	0	0	0
ENSMUSG00000075196.3	0	0	0	0	0	0
ENSMUSG00000075197.3	0	0	0	0	0	0
ENSMUSG00000075198.2	0	0	0	0	0	0
ENSMUSG00000075199.3	2	3	3	2	2	5
ENSMUSG00000075200.2	0	0	0	0	0	0
ENSMUSG00000075201.2	16	4	17	13	15	17
ENSMUSG00000075202.5	0	1	0	0	0	1
ENSMUSG00000075203.1	0	0	0	0	0	0
ENSMUSG00000075204.3	0	0	0	0	0	0
ENSMUSG00000075205.5	0	0	0	0	1	0
ENSMUSG00000075206.1	0	0	0	0	0	0
ENSMUSG00000075208.6	0	0	0	0	0	0
ENSMUSG00000075209.3	0	0	0	0	0	0
ENSMUSG00000075210.4	0	0	0	0	0	0
ENSMUSG00000075211.4	0	0	0	0	0	0
ENSMUSG00000075212.5	0	0	0	0	0	0
ENSMUSG00000075214.3	0	0	0	0	0	0
ENSMUSG00000075215.2	0	0	0	0	0	0
ENSMUSG00000075217.1	0	1	1	0	0	2
ENSMUSG00000075218.3	0	0	0	0	0	0
ENSMUSG00000075219.3	0	0	0	0	0	0
ENSMUSG00000075220.1	0	0	0	0	0	0
ENSMUSG00000075221.3	0	0	0	0	0	0
ENSMUSG00000075222.5	0	0	0	0	0	0
ENSMUSG00000075223.4	0	0	0	0	0	0
ENSMUSG00000075224.8	24	13	33	41	40	26
ENSMUSG00000075225.14	115	89	188	137	137	149
ENSMUSG00000075227.6	216	195	363	288	290	278
ENSMUSG00000075228.1	1	0	1	0	0	0
ENSMUSG00000075229.11	352	243	550	309	360	459
ENSMUSG00000075232.5	800	554	923	1035	986	1143
ENSMUSG00000075245.4	0	0	0	0	0	0
ENSMUSG00000075249.12	7	6	25	8	10	14
ENSMUSG00000075254.12	54	37	72	38	57	47
ENSMUSG00000075256.9	1	2	0	0	0	1
ENSMUSG00000075265.4	0	0	0	0	0	1
ENSMUSG00000075266.5	115	81	122	98	131	126
ENSMUSG00000075267.9	0	0	0	0	0	0
ENSMUSG00000075268.2	4	2	3	1	2	1
ENSMUSG00000075269.5	1	0	2	0	0	0
ENSMUSG00000075270.11	0	1	1	2	2	0
ENSMUSG00000075271.4	0	0	0	1	0	1
ENSMUSG00000075272.4	0	0	0	0	0	0
ENSMUSG00000075273.4	24	7	28	28	21	39
ENSMUSG00000075276.5	1	0	1	1	0	0
ENSMUSG00000075277.5	0	1	0	0	1	0
ENSMUSG00000075279.5	2	1	5	2	1	3
ENSMUSG00000075284.10	3	2	1	3	0	0
ENSMUSG00000075286.4	0	0	0	0	0	0
ENSMUSG00000075288.2	1	0	0	0	0	0
ENSMUSG00000075289.4	0	1	0	1	1	1
ENSMUSG00000075296.4	1	0	8	0	0	3
ENSMUSG00000075297.10	11	2	5	2	1	1
ENSMUSG00000075302.10	0	1	4	0	0	0
ENSMUSG00000075304.2	0	1	1	5	1	6
ENSMUSG00000075307.3	0	0	1	0	0	0
ENSMUSG00000075312.4	1	3	1	2	1	3
ENSMUSG00000075314.4	0	0	0	0	0	0
ENSMUSG00000075316.11	0	0	0	0	0	0
ENSMUSG00000075318.12	2	4	3	2	2	1
ENSMUSG00000075324.13	4	0	0	0	2	4
ENSMUSG00000075325.3	0	0	0	0	0	0
ENSMUSG00000075327.10	332	213	435	413	411	453
ENSMUSG00000075330.4	0	0	0	0	0	0
ENSMUSG00000075334.2	0	0	0	0	0	0
ENSMUSG00000075335.3	0	0	0	1	0	0
ENSMUSG00000075370.12	0	0	0	0	0	0
ENSMUSG00000075376.10	185	113	265	142	172	176
ENSMUSG00000075377.2	0	0	0	0	0	0
ENSMUSG00000075378.2	2	0	0	3	1	0
ENSMUSG00000075379.4	0	0	0	0	0	0
ENSMUSG00000075380.2	0	0	0	0	0	0
ENSMUSG00000075382.3	0	0	0	0	1	0
ENSMUSG00000075383.4	0	0	0	0	0	0
ENSMUSG00000075384.2	0	0	0	0	0	0
ENSMUSG00000075387.2	3	0	2	3	0	1
ENSMUSG00000075389.3	0	0	0	0	1	4
ENSMUSG00000075390.5	0	0	0	0	0	0
ENSMUSG00000075391.6	0	0	1	1	0	0
ENSMUSG00000075394.4	0	0	0	0	2	0
ENSMUSG00000075395.11	219	242	501	86	113	137
ENSMUSG00000075402.1	31	39	107	11	5	6
ENSMUSG00000075405.3	0	0	1	0	2	0
ENSMUSG00000075408.5	4	1	2	2	5	2
ENSMUSG00000075410.12	1	0	0	1	1	0
ENSMUSG00000075415.13	71	53	116	72	57	68
ENSMUSG00000075416.5	0	0	0	0	0	0
ENSMUSG00000075419.4	44	11	43	55	59	54
ENSMUSG00000075420.6	0	0	0	0	0	0
ENSMUSG00000075425.10	0	0	0	0	0	0
ENSMUSG00000075427.15	111	79	134	128	91	123
ENSMUSG00000075431.6	2	4	4	4	3	4
ENSMUSG00000075437.4	3	0	0	1	0	0
ENSMUSG00000075463.3	0	0	2	2	0	1
ENSMUSG00000075465.2	0	1	2	0	1	1
ENSMUSG00000075467.4	85	47	113	94	81	73
ENSMUSG00000075469.3	0	0	0	0	0	0
ENSMUSG00000075470.2	6390	3824	7034	7119	7414	8782
ENSMUSG00000075478.3	0	0	0	0	0	0
ENSMUSG00000075480.1	0	0	1	0	0	0
ENSMUSG00000075485.1	0	0	0	0	0	0
ENSMUSG00000075486.10	61	32	62	43	52	65
ENSMUSG00000075502.2	536	324	497	401	384	531
ENSMUSG00000075510.3	0	0	0	0	0	0
ENSMUSG00000075511.9	1030	773	1324	972	1052	1086
ENSMUSG00000075512.4	105	75	147	110	109	126
ENSMUSG00000075514.4	61	30	46	53	62	77
ENSMUSG00000075517.4	0	0	0	0	0	0
ENSMUSG00000075520.5	30	19	39	19	19	26
ENSMUSG00000075524.3	0	0	0	0	0	0
ENSMUSG00000075525.3	0	4	4	0	0	0
ENSMUSG00000075528.13	2	2	0	1	1	0
ENSMUSG00000075534.5	3	1	5	2	0	0
ENSMUSG00000075538.2	0	1	1	1	2	0
ENSMUSG00000075543.4	2	1	0	7	3	2
ENSMUSG00000075549.2	0	0	0	0	0	0
ENSMUSG00000075551.4	0	0	0	0	2	0
ENSMUSG00000075552.4	0	0	0	0	0	0
ENSMUSG00000075553.2	0	0	0	0	0	0
ENSMUSG00000075555.12	0	0	0	0	1	0
ENSMUSG00000075558.3	0	0	0	0	0	0
ENSMUSG00000075566.2	1	1	1	0	0	0
ENSMUSG00000075567.4	0	0	0	0	0	0
ENSMUSG00000075569.10	18	12	23	1	6	5
ENSMUSG00000075570.2	0	0	0	0	0	0
ENSMUSG00000075571.8	0	0	0	0	0	0
ENSMUSG00000075572.1	1	0	0	0	0	0
ENSMUSG00000075573.4	0	0	0	0	0	0
ENSMUSG00000075574.2	0	0	0	0	0	0
ENSMUSG00000075576.12	2	1	4	4	3	1
ENSMUSG00000075581.5	0	0	0	0	0	0
ENSMUSG00000075585.3	0	3	0	0	0	1
ENSMUSG00000075586.4	0	0	0	0	0	0
ENSMUSG00000075587.5	0	0	0	0	0	0
ENSMUSG00000075588.6	2	0	4	3	2	3
ENSMUSG00000075589.3	0	0	0	0	0	0
ENSMUSG00000075590.4	2	5	6	7	3	4
ENSMUSG00000075591.2	0	0	0	0	0	0
ENSMUSG00000075592.10	2	2	3	7	5	1
ENSMUSG00000075593.10	0	0	0	0	0	0
ENSMUSG00000075595.9	565	376	819	512	520	520
ENSMUSG00000075596.2	0	0	0	2	2	0
ENSMUSG00000075598.5	0	0	0	0	0	0
ENSMUSG00000075599.4	0	0	0	0	0	0
ENSMUSG00000075600.3	487	388	609	628	567	576
ENSMUSG00000075602.10	6	3	4	3	4	4
ENSMUSG00000075604.5	1	1	0	1	0	0
ENSMUSG00000075605.3	0	0	0	0	0	0
ENSMUSG00000075609.3	4	1	0	1	1	1
ENSMUSG00000075610.9	14	5	16	5	3	1
ENSMUSG00000075611.5	1061	683	1205	978	907	1061
ENSMUSG00000075700.9	1816	1297	2625	1782	2018	2624
ENSMUSG00000075701.9	17	7	7	10	15	8
ENSMUSG00000075702.9	4	2	1	3	3	2
ENSMUSG00000075703.15	394	279	503	491	458	502
ENSMUSG00000075704.16	3	0	2	1	2	1
ENSMUSG00000075705.12	42	34	59	43	49	50
ENSMUSG00000075706.10	260	178	319	304	305	316
ENSMUSG00000075707.5	15	4	4	13	8	12
ENSMUSG00000075719.1	0	0	0	0	0	0
ENSMUSG00000075726.1	0	0	0	0	0	0
ENSMUSG00000075760.1	0	0	0	0	0	0
ENSMUSG00000075770.1	0	0	0	0	0	0
ENSMUSG00000075826.1	0	0	0	0	0	0
ENSMUSG00000075829.1	0	0	0	0	0	0
ENSMUSG00000075832.1	0	0	0	0	0	0
ENSMUSG00000075833.1	0	0	0	0	0	0
ENSMUSG00000075837.1	0	0	0	0	0	0
ENSMUSG00000075864.1	0	0	0	0	0	0
ENSMUSG00000075893.1	0	0	0	0	0	0
ENSMUSG00000075903.1	0	0	0	0	0	0
ENSMUSG00000075906.1	0	0	0	0	0	0
ENSMUSG00000075908.1	0	0	0	0	0	0
ENSMUSG00000075934.1	0	0	0	0	0	0
ENSMUSG00000075952.1	0	0	0	0	0	0
ENSMUSG00000075958.1	0	0	0	0	0	0
ENSMUSG00000075968.1	0	0	0	0	0	0
ENSMUSG00000075973.1	0	0	0	0	0	0
ENSMUSG00000075983.1	0	0	0	0	0	0
ENSMUSG00000076006.2	0	0	0	0	0	0
ENSMUSG00000076009.1	0	0	0	0	0	0
ENSMUSG00000076010.1	0	0	0	0	0	0
ENSMUSG00000076012.1	0	0	0	0	0	0
ENSMUSG00000076014.1	0	0	0	0	0	0
ENSMUSG00000076028.1	0	0	0	0	0	0
ENSMUSG00000076030.1	0	0	0	0	0	0
ENSMUSG00000076031.1	0	0	0	0	0	0
ENSMUSG00000076033.1	0	0	0	0	0	0
ENSMUSG00000076036.1	0	0	0	0	0	0
ENSMUSG00000076037.1	0	0	0	0	0	0
ENSMUSG00000076038.1	0	0	0	0	0	0
ENSMUSG00000076039.1	0	0	0	0	0	0
ENSMUSG00000076042.1	0	0	0	0	0	0
ENSMUSG00000076049.4	0	0	0	0	1	0
ENSMUSG00000076051.1	0	0	0	0	0	0
ENSMUSG00000076052.1	0	0	0	0	0	0
ENSMUSG00000076060.1	0	0	0	0	0	0
ENSMUSG00000076062.1	0	0	0	0	0	0
ENSMUSG00000076063.1	0	0	0	0	0	0
ENSMUSG00000076064.1	0	0	0	0	0	0
ENSMUSG00000076065.1	0	0	0	0	0	0
ENSMUSG00000076067.1	0	0	0	0	0	0
ENSMUSG00000076068.1	0	0	0	0	0	0
ENSMUSG00000076118.1	0	0	0	0	0	0
ENSMUSG00000076119.1	0	0	0	0	0	0
ENSMUSG00000076120.1	0	0	0	1	0	0
ENSMUSG00000076121.1	0	0	0	0	1	0
ENSMUSG00000076123.1	0	1	0	5	1	2
ENSMUSG00000076126.1	0	0	0	0	0	0
ENSMUSG00000076128.1	0	0	0	0	0	0
ENSMUSG00000076129.1	0	0	0	0	0	0
ENSMUSG00000076135.1	2	2	2	1	2	4
ENSMUSG00000076136.1	0	0	0	0	0	0
ENSMUSG00000076137.1	1	0	0	0	0	1
ENSMUSG00000076138.1	0	0	0	0	0	0
ENSMUSG00000076141.1	0	0	0	0	0	0
ENSMUSG00000076142.1	0	0	0	0	0	0
ENSMUSG00000076143.1	0	0	0	0	0	0
ENSMUSG00000076144.1	0	0	0	0	0	0
ENSMUSG00000076145.1	0	0	0	0	0	0
ENSMUSG00000076146.1	0	0	0	0	0	0
ENSMUSG00000076147.1	0	0	0	0	0	0
ENSMUSG00000076163.1	0	0	0	0	0	0
ENSMUSG00000076180.1	0	0	0	0	0	0
ENSMUSG00000076190.1	0	0	0	0	0	0
ENSMUSG00000076199.1	0	0	0	0	0	0
ENSMUSG00000076212.1	0	0	0	0	0	0
ENSMUSG00000076216.1	0	0	0	0	0	0
ENSMUSG00000076217.1	0	0	0	0	0	0
ENSMUSG00000076218.1	0	0	0	0	0	0
ENSMUSG00000076219.1	0	0	0	0	0	0
ENSMUSG00000076222.1	0	0	0	0	0	0
ENSMUSG00000076227.1	0	0	0	0	0	0
ENSMUSG00000076228.1	0	0	0	0	0	0
ENSMUSG00000076229.1	0	2	0	0	0	0
ENSMUSG00000076230.1	0	0	0	0	0	0
ENSMUSG00000076231.1	0	0	0	0	0	0
ENSMUSG00000076232.1	0	0	0	0	0	0
ENSMUSG00000076233.1	0	0	0	0	0	0
ENSMUSG00000076234.1	0	0	0	0	0	0
ENSMUSG00000076236.1	0	0	0	0	0	0
ENSMUSG00000076237.1	0	0	0	0	0	0
ENSMUSG00000076238.1	0	0	0	0	0	0
ENSMUSG00000076240.1	0	0	0	0	0	0
ENSMUSG00000076241.2	0	0	0	0	0	0
ENSMUSG00000076246.1	0	0	0	0	0	2
ENSMUSG00000076252.1	0	0	0	0	0	0
ENSMUSG00000076253.1	0	0	0	0	0	0
ENSMUSG00000076255.2	0	0	0	0	0	0
ENSMUSG00000076256.1	0	0	0	0	0	0
